"","Plot_ID","AOS_year","AOS_pest","AOS_severity","Burn_status","dNBR_count","dNBR_mean","dNBR_median","dNBR_min","dNBR_max","dNBR_range","Fire_ID","Fire_Name","CBI_A","CBI_B","CBI_C","CBC_D","CBI_US","CBI_OS","CBI_TOT","Elevation","Aspect","Slope_.","UTM_Zone","Sam_SPEC_CD_1","Sam_SPEC_PCT_1","Sam_SPEC_CD_2","Sam_SPEC_PCT_2","Sam_SPEC_CD_3","Sam_SPEC_PCT_3","satellite","PLI_PC","SX_PC","BL_PC","FDI_PC","SB_PC","SE_PC","AT_PC","ACT_PC","conifer_PC","broadleaf_PC","CBI_dNBR_VRI_March2021_csv_new_test","CBI_dNBR_VRI_March2021_csv_AOS_YEAR","CBI_dNBR_VRI_March2021_csv_AOS_FHF","CBI_dNBR_VRI_March2021_csv_AOS_SEV","BUFF_DIST","FEATURE_ID","MAP_ID","POLYGON_ID","OPENING_IND","POLYGON_AREA","SURFACE_EXPRESSION","MODIFYING_PROCESS","SITE_POSITION_MESO","SOIL_NUTRIENT_REGIME","BCLCS_LEVEL_2","BCLCS_LEVEL_3","BCLCS_LEVEL_4","BCLCS_LEVEL_5","REFERENCE_YEAR","ATTRIBUTION_BASE_DATE","PROJECTED_DATE","SHRUB_HEIGHT","SHRUB_CROWN_CLOSURE","SHRUB_COVER_PATTERN","HERB_COVER_TYPE","HERB_COVER_PATTERN","HERB_COVER_PCT","BRYOID_COVER_PCT","NON_VEG_COVER_PATTERN_1","NON_VEG_COVER_PCT_1","NON_VEG_COVER_TYPE_1","NON_VEG_COVER_PATTERN_2","NON_VEG_COVER_PCT_2","NON_VEG_COVER_TYPE_2","NON_VEG_COVER_PATTERN_3","NON_VEG_COVER_PCT_3","NON_VEG_COVER_TYPE_3","NON_VEG_COVER_SUM","LAND_COVER_CLASS_CD_1","EST_COVERAGE_PCT_1","SOIL_MOISTURE_REGIME_1","LAND_COVER_CLASS_CD_2","EST_COVERAGE_PCT_2","SOIL_MOISTURE_REGIME_2","LAND_COVER_CLASS_CD_3","EST_COVERAGE_PCT_3","SOIL_MOISTURE_REGIME_3","ORG_UNIT_CODE","BEC_ZONE_CODE","BEC_SUBZONE","BEC_VARIANT","BEC_PHASE","EARLIEST_NONLOGGING_DIST_TYPE","EARLIEST_NONLOGGING_DIST_DATE","STAND_PERCENTAGE_DEAD","FREE_TO_GROW_IND","HARVEST_DATE","QUAD_DIAM_125","EST_SITE_INDEX_SPECIES_CD","EST_SITE_INDEX","CROWN_CLOSURE","CROWN_CLOSURE_CLASS_CD","SITE_INDEX","BASAL_AREA","VRI_LIVE_STEMS_PER_HA","VRI_DEAD_STEMS_PER_HA","TREE_COVER_PATTERN","VERTICAL_COMPLEXITY","SPECIES_CD_1","SPECIES_PCT_1","SPECIES_CD_2","SPECIES_PCT_2","SPECIES_CD_3","SPECIES_PCT_3","SPECIES_CD_4","SPECIES_PCT_4","SPECIES_CD_5","SPECIES_PCT_5","SPECIES_CD_6","SPECIES_PCT_6","PROJ_AGE_1","PROJ_AGE_CLASS_CD_1","PROJ_AGE_2","PROJ_AGE_CLASS_CD_2","PROJ_HEIGHT_1","PROJ_HEIGHT_CLASS_CD_1","PROJ_HEIGHT_2","PROJ_HEIGHT_CLASS_CD_2","LIVE_VOL_PER_HA_SPP1_125","LIVE_VOL_PER_HA_SPP2_125","LIVE_VOL_PER_HA_SPP3_125","LIVE_VOL_PER_HA_SPP4_125","LIVE_STAND_VOLUME_125","DEAD_STAND_VOLUME_125","WHOLE_STEM_BIOMASS_PER_HA","BRANCH_BIOMASS_PER_HA","FOLIAGE_BIOMASS_PER_HA","BARK_BIOMASS_PER_HA","UTM_E","UTM_N","OPENING_ID","OPENING_ST","APPROVE_DA","DISTURBANC","DISTURBA_1","DENUDATION","DENUDATI_1","DENUDATI_2","DENUDATI_3","DENUDATI_4","DENUDATI_5","DENUDATI_6","DENUDATI_7","DENUDATI_8","DENUDATI_9","DENUDAT_10","SITE_PREP_","SITE_PREP1","SITE_PRE_1","SITE_PRE_2","SITE_PRE_3","SITE_PRE_4","SITE_PRE_5","PLANTING_1","PLANTING_2","PLANTING_3","PLANTING_4","PLANTING_5","PLANTING_6","PLANTING_C","BRUSHING_T","BRUSHING_1","BRUSHING_C","BRUSHING_2","SPACING_TR","SPACING_CO","SPACING__1","FERTILIZAT","FERTILIZ_1","FERTILIZ_2","PRUNING_TR","PRUNING_CO","PRUNING__1","SLOPE","ASPECT","coords.x1","coords.x2","optional"
"99","BS070",2012,"ID6","M","Unburned",8,-0.001301512,-0.011859208,-0.039385676,0.093164206,0.132549882,"R21721","Nadina",0,0,0,0,0,0,0,904.461304,"156","not recorded",9,"PLI",85,"SX",15,"",0,"Sentinel 2",85,15,0,0,0,0,0,0,100,0,100,2012,"ID6","M",30,13766373,"9.30E+98",38227531,"N",6.3,"N","N","M","C","T","U","TC","OP",2013,2015-01-02,2016-01-01,0.5,20,3,"HE",3,10,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"Y",1981-01-01,14.387,"",NA,50,5,16.1,12.96455,1436,5,9,2,"PLI",85,"SX",15,"",NA,"",NA,NA,NA,NA,NA,35,2,35,2,10.9,2,10.5,2,12.316,1.741,NA,NA,14.057,NA,23.465,2.848,2.322,2.364,637969,5984388,-512660000,"FG",1981-01-01,1981-01-01,1983-01-01,"L","CLEAR",NA,NA,1983-01-01,NA,NA,NA,NA,NA,1,"BU",11,1983-08-01,"ME",80,1983-08-01,6,"PL",91,1987-08-01,"PL",4,1984-05-01,4,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,11.2,198.3,941416.985484472,998793.883949595,TRUE
"100","BS071",2012,"DLV","L","Medium",7,0.231403244,0.19018802,0.079414845,0.394049346,0.314634502,"R21721","Nadina",0,0,0,0,0,0,0,944.788513,"242","10",9,"AT",85,"SX",10,"PLI",5,"Sentinel 2",5,10,0,0,0,0,85,0,15,85,100,2012,"DLV","L",30,13766002,"9.30E+98",42807480,"N",14.2,"N","N","M","C","T","U","TB","OP",2013,2015-01-02,2016-01-01,0.5,20,3,"HE",3,10,NA,2,3,"RZ",NA,NA,"",NA,NA,"",3,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"Y",1981-01-01,16.476,"",NA,40,4,21.2,27.75481,2018,0,8,3,"AT",85,"SX",10,"PLI",5,"",NA,NA,NA,NA,NA,35,2,35,2,16.1,2,10.5,2,61.538,0.777,8.456,NA,70.771,NA,67.905,11.459,2.944,13.909,638702,5984383,-512660000,"FG",1981-01-01,1981-01-01,1983-01-01,"L","CLEAR",NA,NA,1983-01-01,NA,NA,NA,NA,NA,1,"BU",11,1983-08-01,"ME",80,1983-08-01,6,"PL",91,1987-08-01,"PL",4,1984-05-01,4,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,11.2,198.3,942147.251570046,998757.789612467,TRUE
"101","BS072",2006,"IBM","M","Medium",7,0.631184867,0.63576299,0.564218104,0.682657719,0.118439615,"R21721","Nadina",3,2.75,2.88,0,2.88,0,2.08,902.109924,"180","14",9,"PLI",50,"SX",30,"BL",20,"Sentinel 2",0,30,20,0,0,0,50,0,50,50,100,2006,"IBM","M",30,13766359,"9.30E+98",24665175,"N",14.1,"N","N","M","C","T","U","TC","SP",2013,2015-01-04,2016-01-01,0.3,15,3,"HE",8,65,NA,2,3,"RZ",NA,NA,"",NA,NA,"",3,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",2008-01-01,NA,"PLI",18,11,1,18,0,1677,2,9,2,"PLI",50,"SX",30,"BL",20,"",NA,NA,NA,NA,NA,5,1,5,1,0.8,1,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635810,5980316,1107510,"APP",2007-03-28,2006-03-22,2006-07-21,"L","CLEAR",NA,"SALVP",2006-07-21,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,0,"PL",13.1,2007-06-14,"PL",0.7,2008-05-29,3,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2.6,190.8,939093.115617284,994805.333903808,TRUE
"102","BS073",2006,"IBM","M","Medium",8,0.64264562,0.624744922,0.555841923,0.75563544,0.199793518,"R21721","Nadina",3,2.88,3,2.5,2.96,2.5,2.83,904.741211,"139","12",9,"SX",71,"PLI",29,"",0,"Sentinel 2",29,71,0,0,0,0,0,0,100,0,100,2006,"IBM","M",30,13766531,"9.30E+98",27554666,"N",73.5,"N","N","M","C","T","U","TC","SP",2013,2015-01-08,2016-01-01,0.3,15,3,"HE",8,65,NA,2,4,"RZ",NA,NA,"",NA,NA,"",4,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",2009-01-01,NA,"SX",19,11,1,19,0,1368,2,9,1,"SX",71,"PLI",29,"",NA,"",NA,NA,NA,NA,NA,4,1,4,1,0.2,1,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637373,5979573,1305915,"APP",2010-03-22,2009-01-26,2010-01-08,"L","CCRES",NA,"REMOV",2009-09-15,"L","CCRES",NA,"REMOV",2010-01-08,2,NA,0,NA,NA,0,NA,0,"PL",15.1,2010-06-03,"PL",45.5,2010-06-13,4,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,3.9,63.9,940619.326307203,993994.603151291,TRUE
"103","BS074",NA,"","","Unburned",7,-0.060797155,-0.061258733,-0.079007149,-0.041257679,0.037749469,"R21721","Nadina",0,0,0,0,0,0,0,874.584412,"flat","0",9,"PLI",100,"",0,"",0,"Sentinel 2",100,0,0,0,0,0,5,0,100,5,105,NA,"","",30,13914596,"9.30E+98",37404745,"N",45.3,"N","N","M","C","T","U","TC","OP",2013,2015-01-05,2016-01-01,0.5,10,3,"HE",3,15,NA,2,5,"RZ",NA,NA,"",NA,NA,"",5,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"Y",1981-01-01,13.77,"",NA,50,5,16.1,26.54973,3412,0,9,2,"PLI",100,"",NA,"",NA,"",NA,NA,NA,NA,NA,35,2,NA,NA,10.9,2,NA,NA,18.746,NA,NA,NA,18.746,NA,47.722,5.271,4.684,4.742,637641,5979792,-512610000,"FG",1981-06-01,1981-06-01,1981-01-01,"L","CLEAR",NA,NA,1981-01-01,NA,NA,NA,NA,NA,1,"ME",17,1981-07-01,"BU",20,1982-09-01,3,"PL",20,1983-05-01,"PL",46,1985-06-01,3,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,6.6,327.5,940895.67024487,994202.676448581,TRUE
"163","BS119",2008,"IBM","T","High",7,0.687777677,0.668197513,0.482814461,0.941805422,0.458990961,"R21721","Nadina",2.63,2.63,2.63,2,2.63,2,2.44,962.115601,"2","5",9,"AT",80,"SX",20,"",0,"Sentinel 2",0,20,0,0,0,0,80,0,20,80,100,2008,"IBM","T",30,13378398,"9.30E+101",89943294,"N",5.4,"N","N","M","C","T","U","TB","OP",2012,2016-03-24,2016-01-01,2.5,45,8,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,25.209,"",NA,40,4,17.5,25.87636,534,25,8,3,"AT",80,"SX",20,"",NA,"",NA,NA,NA,NA,NA,99,5,99,5,24.4,3,22.7,3,105.743,37.017,NA,NA,142.76,NA,100.705,17.699,4.67,20.301,681138,5979005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984206.711565071,991569.665969537,TRUE
"164","BS120",2008,"IBM","T","Medium",7,0.233910633,0.230620503,0.139967263,0.357568324,0.217601061,"R21721","Nadina",2.2,2.38,1.75,2.1,2.12,2.1,2.11,860.551025,"14","15",9,"AT",80,"SX",20,"",0,"Sentinel 2",0,20,0,0,0,0,80,0,20,80,100,2008,"IBM","T",30,13378398,"9.30E+101",89943294,"N",5.4,"N","N","M","C","T","U","TB","OP",2012,2016-03-24,2016-01-01,2.5,45,8,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,25.209,"",NA,40,4,17.5,25.87636,534,25,8,3,"AT",80,"SX",20,"",NA,"",NA,NA,NA,NA,NA,99,5,99,5,24.4,3,22.7,3,105.743,37.017,NA,NA,142.76,NA,100.705,17.699,4.67,20.301,681005,5979071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984076.976897519,991641.42703688,TRUE
"165","BS120",2008,"IBM","T","Medium",7,0.233910633,0.230620503,0.139967263,0.357568324,0.217601061,"R21721","Nadina",2.2,2.38,1.75,2.1,2.12,2.1,2.11,860.551025,"14","15",9,"AT",80,"SX",20,"",0,"Sentinel 2",0,20,0,0,0,0,80,0,20,80,100,2008,"IBM","T",30,13377988,"9.30E+101",89433211,"N",9.5,"N","N","M","C","T","U","TC","SP",2012,2016-03-24,2016-01-01,4,75,8,"HF",3,10,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,23.76,"",NA,10,1,13.9,7.18238,179,25,8,3,"SX",95,"AT",5,"",NA,"",NA,NA,NA,NA,NA,114,6,114,6,23.6,3,26.4,3,47.57,2.281,NA,NA,49.851,NA,23.244,4.564,2.315,2.755,681005,5979071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984076.976897519,991641.42703688,TRUE
"166","BS121",2014,"ID6","L","Medium",7,0.447095671,0.472889185,0.247303218,0.575883687,0.328580469,"R21721","Nadina",2.25,2.25,2.38,1.8,2.29,1.8,2.15,848.197205,"156","20",9,"AT",95,"SX",5,"",0,"Sentinel 2",0,5,0,0,0,0,95,0,5,95,100,2014,"ID6","L",30,13377723,"9.30E+101",48184567,"N",3,"N","N","M","C","T","U","TB","OP",2012,2016-01-26,2016-01-01,0.3,15,3,"HE",3,15,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,22.089,"",NA,35,3,13.9,16.724621,444,5,8,3,"AT",95,"SX",5,"",NA,"",NA,NA,NA,NA,NA,114,6,184,8,21.3,3,32.3,4,59.507,8.574,NA,NA,68.081,NA,59.406,10.279,2.337,12.629,673888,5980965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977065.470800608,993840.796252375,TRUE
"167","BS122",2006,"IBM","M","Medium",7,0.303083181,0.311821401,0.230867743,0.405492216,0.174624473,"R21721","Nadina",1.13,1.63,1.38,0.3,1.38,0.3,1.06,956.25592,"66","5",9,"AT",95,"SX",5,"",0,"Sentinel 2",0,5,0,0,0,0,95,0,5,95,100,2006,"IBM","M",30,13378147,"9.30E+101",61414486,"N",5.4,"N","N","M","C","T","U","TB","SP",2012,2016-01-21,2016-01-01,0.5,15,3,"HE",8,35,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,29.394,"",NA,25,2,17.3,18.130871,266,5,8,3,"AT",95,"SX",5,"",NA,"",NA,NA,NA,NA,NA,164,8,164,8,28.9,4,29.1,4,82.26,8.53,NA,NA,90.79,NA,87.262,15.053,3.313,18.736,676194,5980936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979362.004866046,993713.913381746,TRUE
"168","BS123",2006,"IBM","M","Medium",8,0.499784742,0.473274902,0.32156539,0.693070173,0.371504784,"R21721","Nadina",1.25,1.13,0,1.2,0.7,1.2,0.87,930.708496,"147","18",9,"SX",100,"",0,"",0,"Sentinel 2",0,100,0,0,0,0,0,0,100,0,100,2006,"IBM","M",30,13377432,"9.30E+101",61411574,"N",6.6,"N","N","M","C","T","U","TC","OP",2012,2016-02-05,2016-01-01,2.5,15,3,"HE",3,15,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,26.262,"",NA,15,1,11.5,15.9334,319,10,8,5,"SX",100,"",NA,"",NA,"",NA,NA,NA,NA,NA,154,8,NA,NA,25.4,3,NA,NA,105.087,NA,NA,NA,105.087,NA,47.125,9.347,4.936,5.206,676733,5976074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979693.740230801,988820.170919188,TRUE
"169","BS123",2006,"IBM","M","Medium",8,0.499784742,0.473274902,0.32156539,0.693070173,0.371504784,"R21721","Nadina",1.25,1.13,0,1.2,0.7,1.2,0.87,930.708496,"147","18",9,"SX",100,"",0,"",0,"Sentinel 2",0,100,0,0,0,0,0,0,100,0,100,2006,"IBM","M",30,13377714,"9.30E+101",63001617,"N",2,"N","N","M","C","T","U","TB","SP",2012,2016-02-01,2016-01-01,0.4,45,8,"HE",3,15,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,19.246,"",NA,20,2,14.5,7.03282,274,0,8,3,"AT",100,"",NA,"",NA,"",NA,NA,NA,NA,NA,79,4,NA,NA,18.5,2,NA,NA,25.372,NA,NA,NA,25.372,NA,22.065,3.781,0.772,4.84,676733,5976074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979693.740230801,988820.170919188,TRUE
"170","BS123",2006,"IBM","M","Medium",8,0.499784742,0.473274902,0.32156539,0.693070173,0.371504784,"R21721","Nadina",1.25,1.13,0,1.2,0.7,1.2,0.87,930.708496,"147","18",9,"SX",100,"",0,"",0,"Sentinel 2",0,100,0,0,0,0,0,0,100,0,100,2006,"IBM","M",30,13378224,"9.30E+101",63811663,"N",1.4,"N","N","M","C","T","U","TC","SP",2012,2016-01-29,2016-01-01,0.3,15,3,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,26.968,"",NA,10,1,10.2,7.9303,149,5,8,5,"SX",100,"",NA,"",NA,"",NA,NA,NA,NA,NA,184,8,NA,NA,26.3,3,NA,NA,55.364,NA,NA,NA,55.364,NA,24.828,4.924,2.601,2.743,676733,5976074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979693.740230801,988820.170919188,TRUE
"171","BS124",2006,"IBM","L","High",8,0.592927918,0.603706479,0.283630341,0.8217628,0.538132459,"R21721","Nadina",1.63,1.88,2.25,1.9,1.92,1.9,1.91,936.894775,"270","24",9,"AT",95,"SX",5,"",0,"Sentinel 2",0,5,0,0,0,0,95,0,5,95,100,2006,"IBM","L",30,13377482,"9.30E+101",50932589,"N",4.9,"N","N","M","C","T","U","TB","SP",2012,2016-03-24,2016-01-01,0.3,25,3,"HE",8,45,NA,2,2,"RZ",NA,NA,"",NA,NA,"",2,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,21.831,"",NA,15,1,15.1,5.7959,163,5,8,3,"AT",95,"SX",5,"",NA,"",NA,NA,NA,NA,NA,89,5,89,5,20.5,3,19.8,3,23.633,1.88,NA,NA,25.513,NA,20.252,3.493,0.768,4.35,674454,5977568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977485.962367231,990413.546137015,TRUE
"172","BS125",2006,"IBM","L","High",7,0.61943021,0.67313534,0.300351501,0.815250218,0.514898717,"R21721","Nadina",1.88,2.13,2.25,1.9,2.08,1.9,2.03,939.040833,"238","19",9,"AT",95,"SX",5,"",0,"Sentinel 2",0,5,0,0,0,0,95,0,5,95,100,2006,"IBM","L",30,13377482,"9.30E+101",50932589,"N",4.9,"N","N","M","C","T","U","TB","SP",2012,2016-03-24,2016-01-01,0.3,25,3,"HE",8,45,NA,2,2,"RZ",NA,NA,"",NA,NA,"",2,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,21.831,"",NA,15,1,15.1,5.7959,163,5,8,3,"AT",95,"SX",5,"",NA,"",NA,NA,NA,NA,NA,89,5,89,5,20.5,3,19.8,3,23.633,1.88,NA,NA,25.513,NA,20.252,3.493,0.768,4.35,674546,5977482,1050692,"FG",2005-07-21,2004-11-01,2005-02-18,"L","PATCT",NA,"SALVP",2005-02-18,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,0,"PL",9.9,2006-06-11,NA,0,NA,1,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,3.7,273.9,977574.00233729,990323.486820199,TRUE
"172.1","BS125",2006,"IBM","L","High",7,0.61943021,0.67313534,0.300351501,0.815250218,0.514898717,"R21721","Nadina",1.88,2.13,2.25,1.9,2.08,1.9,2.03,939.040833,"238","19",9,"AT",95,"SX",5,"",0,"Sentinel 2",0,5,0,0,0,0,95,0,5,95,100,2006,"IBM","L",30,13377482,"9.30E+101",50932589,"N",4.9,"N","N","M","C","T","U","TB","SP",2012,2016-03-24,2016-01-01,0.3,25,3,"HE",8,45,NA,2,2,"RZ",NA,NA,"",NA,NA,"",2,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,21.831,"",NA,15,1,15.1,5.7959,163,5,8,3,"AT",95,"SX",5,"",NA,"",NA,NA,NA,NA,NA,89,5,89,5,20.5,3,19.8,3,23.633,1.88,NA,NA,25.513,NA,20.252,3.493,0.768,4.35,674546,5977482,1726505,"APP",2019-11-18,2018-07-31,2018-07-31,"B",NA,NA,NA,2018-07-31,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,1,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,3.7,273.9,977574.00233729,990323.486820199,TRUE
"173","BS126",2006,"IBM","L","High",7,0.721432218,0.722782969,0.676968575,0.768100262,0.091131687,"R21721","Nadina",2.5,2.38,0,1.9,1.69,1.9,1.75,872.652954,"291","14",9,"PLI",70,"SX",20,"BL",10,"Sentinel 2",70,20,10,0,0,0,0,0,100,0,100,2006,"IBM","L",30,13377482,"9.30E+101",50932589,"N",4.9,"N","N","M","C","T","U","TB","SP",2012,2016-03-24,2016-01-01,0.3,25,3,"HE",8,45,NA,2,2,"RZ",NA,NA,"",NA,NA,"",2,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,21.831,"",NA,15,1,15.1,5.7959,163,5,8,3,"AT",95,"SX",5,"",NA,"",NA,NA,NA,NA,NA,89,5,89,5,20.5,3,19.8,3,23.633,1.88,NA,NA,25.513,NA,20.252,3.493,0.768,4.35,647562,5977603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950689.90359075,991588.8241549,TRUE
"174","BS126",2006,"IBM","L","High",7,0.721432218,0.722782969,0.676968575,0.768100262,0.091131687,"R21721","Nadina",2.5,2.38,0,1.9,1.69,1.9,1.75,872.652954,"291","14",9,"PLI",70,"SX",20,"BL",10,"Sentinel 2",70,20,10,0,0,0,0,0,100,0,100,2006,"IBM","L",30,13528145,"9.30E+101",52022612,"Y",5,"N","N","M","C","T","U","TC","SP",2006,2016-01-21,2016-01-01,0.3,45,8,"HF",3,25,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"Y",2004-11-01,NA,"PLI",18,10,1,18,1,2720,0,9,1,"PLI",70,"SX",20,"BL",10,"",NA,NA,NA,NA,NA,18,1,18,1,5.6,1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647562,5977603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950689.90359075,991588.8241549,TRUE
"175","BS127",2006,"IBM","M","Unburned",7,0.064730104,0.062108457,-0.035923481,0.142082274,0.178005755,"R21721","Nadina",0,0,0,0,0,0,0,877.616882,"flat","0",9,"SX",55,"PLI",40,"ACT",5,"Sentinel 2",40,55,0,0,0,0,0,5,95,5,100,2006,"IBM","M",30,11022797,"9.30E+99",29236547,"N",7,"N","N","M","C","N","U","SL","OP",2013,2015-02-15,2016-01-01,1,40,8,"HE",8,25,NA,2,30,"RZ",NA,NA,"",NA,NA,"",30,"SL",70,3,"RZ",30,0,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658937,5983228,119509,"FG",2003-11-05,2003-01-01,2005-12-15,"L","CCRES",NA,"REMOV",2003-03-01,"L","CCRES",NA,"REMOV",2003-03-31,4,NA,0,NA,NA,0,NA,0,"PL",47.2,2003-08-01,"PL",33.8,2006-07-20,7,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,3.2,12.3,962263.046317395,996742.290421299,TRUE
